utterance_id,session,dialog_id,speaker,dialog_type,emotion_raw,emotion_full,valence,arousal,dominance,transcript,text_length,wav_path,audio_duration,audio_sr,has_audio,has_text,start_time,end_time,annotation_duration,emotion_4cls,emotion_6cls
Ses01F_impro02_M010,Session1,Ses01F_impro02,M,improvised,sad,Sad,2.0,2.0,1.5,What am I going to do? Huh?,7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav,4.2194375,16000,True,True,120.4105,124.63,4.2194999999999965,Sad,Sad
Ses01F_impro02_M011,Session1,Ses01F_impro02,M,improvised,sad,Sad,2.5,1.5,2.5,Yeah.,1,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav,3.2199375,16000,True,True,133.88,137.1,3.219999999999999,Sad,Sad
Ses01F_impro02_M012,Session1,Ses01F_impro02,M,improvised,neu,Neutral,2.5,2.0,2.0,Don't you guys have access to computers over there.,9,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav,4.6800625,16000,True,True,147.03,151.7101,4.68010000000001,Neutral,Neutral
Ses01F_impro02_M013,Session1,Ses01F_impro02,M,improvised,sad,Sad,1.5,2.0,2.0,I just don't know how I'm going to do it without you.,12,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,4.73,16000,True,True,157.98,162.71,4.730000000000018,Sad,Sad
Ses01F_impro02_M014,Session1,Ses01F_impro02,M,improvised,sad,Sad,1.5,3.0,1.5,I can't raise a baby by myself.  How?,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav,4.615,16000,True,True,164.885,169.5,4.615000000000009,Sad,Sad
Ses01F_impro02_M015,Session1,Ses01F_impro02,M,improvised,neu,Neutral,3.0,3.0,1.5,I know.,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav,1.25,16000,True,True,175.47,176.72,1.25,Neutral,Neutral
Ses01F_impro02_M016,Session1,Ses01F_impro02,M,improvised,fru,Frustrated,2.0,1.5,2.5,It's just not fair.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M016.wav,4.4153125,16000,True,True,195.1047,199.52,4.415300000000002,,Frustrated
Ses01F_impro03_F000,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.3333,2.6667,2.6667,Well Vegas was awesome.,4,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,2.86,16000,True,True,4.88,7.74,2.8600000000000003,Happy,Happy
Ses01F_impro03_F001,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,2.6667,2.6667,"And, um, I got married.",5,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,3.4399375,16000,True,True,7.93,11.37,3.4399999999999995,Happy,Happy
Ses01F_impro03_F002,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.3333,3.0,2.3333,Yeah.  In the old town part.,6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,2.5699375,16000,True,True,12.8,15.37,2.5699999999999985,Happy,Happy
Ses01F_impro03_F003,Session1,Ses01F_impro03,F,improvised,xxx,No Agreement,5.0,4.0,3.0,Chuck. [LAUGHTER],2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F003.wav,4.6166875,16000,True,True,15.87,20.4867,4.6167,,
Ses01F_impro03_F004,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.6667,3.6667,2.3333,Um- Yes.  It was very romantic.,6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,3.7699375,16000,True,True,21.75,25.52,3.7699999999999996,Happy,Happy
Ses01F_impro03_F005,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.3333,4.0,2.3333,It was at the slot machines.,6,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,2.581625,16000,True,True,25.5584,28.14,2.5816000000000017,Happy,Happy
Ses01F_impro03_F006,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,3.3333,2.6667,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",23,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,6.34,16000,True,True,28.37,34.71,6.34,Happy,Happy
Ses01F_impro03_F007,Session1,Ses01F_impro03,F,improvised,xxx,No Agreement,4.0,3.3333,2.3333,Hey.  Let's get married and I said okay.,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F007.wav,4.4650625,16000,True,True,35.6349,40.1,4.4651,,
Ses01F_impro03_F008,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,3.3333,2.3333,"Yeah.  Well.  You know, because he's leaving the next day.",10,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,2.67,16000,True,True,40.12,42.79,2.6700000000000017,Happy,Happy
Ses01F_impro03_F009,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,2.6667,2.3333,But we're going to have a honeymoon cruise.,8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,1.6999375,16000,True,True,42.84,44.54,1.6999999999999957,Happy,Happy
Ses01F_impro03_F010,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,3.3333,3.0,Oh.  I hadn't even thought about that.,7,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,3.2049375,16000,True,True,47.87,51.075,3.2050000000000054,Happy,Happy
Ses01F_impro03_F011,Session1,Ses01F_impro03,F,improvised,xxx,No Agreement,4.0,3.0,2.3333,"He's not going to be a citizen, though.",8,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F011.wav,2.1324375,16000,True,True,51.36,53.4925,2.1325000000000003,,
Ses01F_impro03_F012,Session1,Ses01F_impro03,F,improvised,hap,Happy,4.0,3.6667,2.6667,Oh.  Totally.,2,/data/Brian/Dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,2.2849375,16000,True,True,55.865,58.15,2.2849999999999966,Happy,Happy
